Age,Sex,Job,Housing,Saving_accounts,Checking_account,Credit_amount,Duration,Purpose,Risk
50,male,3,rent,moderate,rich,2675,46,business,0
66,male,3,own,little,rich,11841,31,car,1
68,female,2,rent,little,little,26154,33,radio/TV,0
31,male,0,free,rich,rich,22108,69,car,0
29,female,1,free,moderate,moderate,18079,56,education,0
59,female,1,rent,little,little,30694,53,business,0
37,female,1,free,rich,rich,3858,15,business,1
67,female,0,own,rich,rich,19322,44,furniture,0
41,male,1,free,rich,moderate,20227,24,car,1
60,male,1,own,rich,rich,31518,69,car,0
51,male,1,rent,rich,rich,17055,24,education,1
42,female,2,rent,moderate,rich,6406,67,business,0
67,female,2,free,rich,rich,4563,18,education,1
46,female,0,free,moderate,moderate,9144,30,education,1
56,female,0,own,little,rich,8642,47,business,0
48,female,1,own,rich,rich,32144,44,education,0
64,male,2,free,little,rich,34021,35,business,0
60,female,3,free,moderate,little,12064,10,education,1
67,male,3,rent,moderate,moderate,5604,23,radio/TV,1
40,female,1,rent,little,little,27799,26,education,0
61,female,1,rent,rich,little,13921,55,education,1
55,male,2,free,rich,moderate,23711,11,radio/TV,1
37,male,2,free,little,little,11702,55,car,0
40,female,2,free,little,little,4185,71,business,0
62,female,0,rent,little,little,25161,6,furniture,0
69,female,0,free,rich,moderate,18866,62,radio/TV,0
33,female,1,own,rich,rich,24776,35,car,1
67,male,0,free,rich,moderate,15910,63,education,0
59,female,2,free,little,moderate,10178,57,car,0
25,male,2,free,rich,moderate,25075,42,radio/TV,0
67,female,0,free,moderate,little,14388,53,education,0
38,male,3,free,little,rich,17227,6,car,0
18,male,1,own,rich,moderate,3581,24,furniture,1
25,female,3,own,little,moderate,23521,51,business,0
46,male,1,free,moderate,rich,9949,7,business,1
49,female,3,rent,moderate,rich,16157,61,radio/TV,0
55,male,0,free,little,rich,2032,22,education,1
22,female,1,free,little,little,16515,27,education,0
64,male,1,free,moderate,rich,6844,32,business,1
39,female,1,rent,little,little,9606,60,car,0
64,female,2,rent,moderate,moderate,34706,37,education,0
51,male,2,rent,moderate,little,10152,65,furniture,0
18,male,3,own,rich,rich,25050,33,furniture,0
43,male,0,rent,little,little,6889,33,education,1
60,male,2,own,little,rich,22861,30,education,0
27,female,1,own,rich,little,14203,31,business,1
47,male,2,rent,moderate,moderate,19142,22,radio/TV,0
67,female,0,rent,little,little,14381,12,business,1
35,male,2,rent,rich,moderate,15914,61,radio/TV,0
34,female,1,own,rich,rich,14829,69,furniture,1
43,female,3,free,little,moderate,23331,25,radio/TV,0
25,female,1,rent,rich,rich,8088,43,business,0
64,female,0,rent,moderate,rich,1403,63,education,0
57,male,3,rent,rich,moderate,18110,21,radio/TV,1
66,male,2,own,moderate,moderate,34552,56,business,0
29,female,2,own,moderate,little,33957,32,furniture,0
44,male,2,free,little,little,22027,56,radio/TV,0
25,male,3,rent,rich,moderate,29511,21,furniture,0
42,female,1,own,moderate,moderate,32504,65,furniture,0
63,male,3,free,moderate,moderate,24564,45,car,0
21,male,3,rent,rich,moderate,29202,7,radio/TV,0
50,male,0,own,moderate,rich,20665,53,business,0
18,female,3,rent,rich,moderate,9131,57,radio/TV,0
36,male,2,rent,little,moderate,22352,29,radio/TV,0
48,female,1,own,moderate,moderate,5007,7,furniture,1
33,male,1,own,moderate,moderate,1027,70,furniture,0
31,male,1,own,rich,rich,29481,25,furniture,1
65,male,2,rent,rich,little,33971,39,furniture,0
22,female,2,rent,rich,little,1162,46,business,0
58,female,2,free,rich,little,25440,46,education,0
43,male,2,rent,moderate,little,6756,28,car,1
45,female,2,own,little,little,28932,43,furniture,0
19,male,3,rent,little,rich,8867,49,furniture,0
67,female,2,free,little,little,26011,67,car,0
23,female,2,free,little,rich,9073,17,furniture,0
26,male,2,own,rich,rich,16082,35,education,1
50,male,2,own,moderate,little,5878,70,radio/TV,0
58,male,1,free,moderate,little,14000,46,car,0
42,male,2,free,moderate,little,805,25,business,1
65,female,3,free,rich,moderate,22381,11,car,1
30,female,3,own,moderate,rich,5197,9,education,1
26,female,3,free,rich,little,7722,15,business,1
30,male,0,free,moderate,moderate,8433,56,radio/TV,0
48,male,1,own,little,rich,18349,43,furniture,0
58,female,2,rent,rich,moderate,24736,6,car,1
28,male,0,rent,moderate,moderate,33670,13,business,0
21,female,2,free,little,little,13401,68,car,0
51,female,0,rent,little,rich,7440,38,radio/TV,0
55,female,0,rent,little,moderate,19554,20,car,0
63,female,3,rent,rich,rich,5044,36,business,1
21,female,3,rent,rich,little,25818,26,education,0
55,male,0,free,moderate,rich,6574,8,business,1
36,male,3,rent,little,moderate,34018,71,car,0
23,male,0,rent,moderate,moderate,25944,40,radio/TV,0
51,female,1,own,moderate,rich,20946,46,furniture,0
35,female,3,free,little,moderate,29043,64,furniture,0
30,female,3,own,moderate,moderate,25289,21,radio/TV,0
58,female,3,own,rich,moderate,2117,61,car,1
40,male,1,free,moderate,little,3833,50,radio/TV,0
36,male,0,rent,little,little,22652,64,car,0
62,female,2,own,rich,moderate,24591,55,business,0
28,female,3,free,rich,rich,1011,17,education,1
18,female,0,rent,moderate,little,17136,17,car,0
41,male,1,free,moderate,rich,21017,38,furniture,0
24,male,2,own,rich,moderate,32286,54,furniture,0
42,male,3,rent,moderate,moderate,9320,26,education,1
38,female,1,rent,little,rich,9678,65,car,0
32,female,1,free,moderate,little,2225,57,education,0
18,male,2,rent,moderate,rich,18977,59,business,0
29,female,0,own,rich,rich,34969,44,education,0
24,male,3,own,moderate,moderate,8996,54,business,0
32,female,3,own,moderate,little,12770,69,furniture,0
38,male,0,free,moderate,rich,10972,31,business,1
36,female,0,rent,little,little,21224,12,car,0
46,male,0,rent,moderate,moderate,30916,67,car,0
42,male,2,rent,little,little,16154,29,car,0
50,male,2,own,little,moderate,11578,45,car,0
66,male,3,rent,little,little,28530,52,radio/TV,0
49,male,2,own,little,rich,8072,13,business,1
66,male,1,rent,rich,moderate,17908,59,car,0
52,female,3,own,little,rich,19859,14,education,0
61,female,2,rent,moderate,moderate,9198,8,education,1
55,female,0,free,little,little,5356,59,radio/TV,0
43,male,1,free,moderate,little,28027,26,business,0
28,male,0,own,little,moderate,9745,53,business,0
52,female,3,own,rich,moderate,29446,52,business,0
25,male,0,rent,little,moderate,32145,68,radio/TV,0
63,male,2,rent,little,little,19778,21,business,0
31,male,2,free,rich,moderate,7703,10,business,1
27,male,3,rent,little,moderate,22158,16,car,0
19,male,0,own,moderate,rich,16297,34,business,0
63,female,3,own,little,moderate,33306,53,car,0
26,female,0,own,little,rich,31458,20,car,0
20,female,1,own,little,rich,6765,39,business,0
38,female,2,own,rich,rich,7098,65,education,1
43,female,3,free,little,little,17642,67,furniture,0
25,male,1,free,little,rich,27498,7,education,0
65,male,1,own,moderate,moderate,26390,24,business,0
19,male,3,rent,little,little,29378,54,business,0
23,male,3,own,little,little,14806,33,education,0
45,female,1,free,little,little,12385,53,business,0
46,female,0,own,little,little,7943,42,car,0
43,female,1,free,moderate,little,32339,54,radio/TV,0
42,male,3,free,moderate,little,17584,53,business,0
29,female,1,own,rich,little,24411,34,business,1
22,male,0,own,little,rich,4883,65,education,0
51,female,2,rent,rich,moderate,27277,34,car,1
65,female,2,free,rich,moderate,34861,63,education,0
54,male,1,rent,little,rich,15258,53,education,0
32,male,0,own,moderate,rich,30021,28,business,0
61,female,2,free,moderate,little,21029,32,car,0
53,female,1,rent,little,little,23591,12,business,0
32,male,1,rent,little,rich,31881,54,business,0
60,female,0,rent,moderate,little,31432,59,business,0
65,female,3,own,little,moderate,2408,47,business,0
40,male,1,own,little,moderate,30858,64,radio/TV,0
23,female,3,own,little,little,30912,49,furniture,0
63,male,3,free,moderate,little,18674,31,car,0
67,female,2,own,rich,little,15996,28,radio/TV,1
61,male,3,free,rich,moderate,3428,13,furniture,1
60,female,0,rent,little,little,31132,58,furniture,0
62,male,2,rent,moderate,rich,32809,19,furniture,0
38,female,2,own,little,little,9780,12,radio/TV,1
40,male,2,rent,moderate,rich,22135,14,car,0
60,female,1,own,little,little,27457,8,education,0
33,female,1,free,moderate,little,5463,22,furniture,1
64,female,3,rent,moderate,moderate,28021,49,education,0
32,female,2,own,rich,rich,33115,51,education,0
42,female,2,rent,little,rich,22195,63,business,0
53,female,0,rent,rich,rich,9857,33,education,1
28,female,3,own,rich,moderate,25676,19,business,1
68,female,0,rent,moderate,rich,18909,14,car,0
32,female,3,rent,little,moderate,1487,31,car,1
21,male,3,rent,moderate,little,2465,7,business,0
38,male,1,rent,moderate,little,31818,39,car,0
30,female,1,free,moderate,rich,26515,24,furniture,0
39,male,0,rent,little,little,29691,44,car,0
36,female,3,rent,little,little,1368,18,business,1
51,female,2,own,moderate,rich,29532,10,furniture,0
31,male,1,free,little,little,28805,55,education,0
21,female,2,own,moderate,rich,23140,28,education,0
65,female,0,own,little,rich,18818,34,education,0
69,male,1,own,little,little,13746,31,business,1
63,male,1,free,rich,little,34344,62,education,0
44,female,3,own,moderate,little,33102,6,car,0
46,male,0,own,rich,little,22084,33,education,1
64,male,3,own,rich,little,15669,67,radio/TV,0
45,female,1,rent,moderate,moderate,26468,52,radio/TV,0
52,male,0,own,moderate,little,6885,64,education,0
25,male,1,free,little,moderate,8722,36,education,0
33,female,0,free,moderate,rich,25944,54,radio/TV,0
59,male,1,rent,rich,little,5862,10,education,1
53,male,2,free,rich,little,34218,36,furniture,0
47,female,2,free,moderate,little,8750,42,radio/TV,0
35,female,3,rent,rich,rich,3318,20,business,1
19,female,2,own,little,moderate,15553,57,radio/TV,0
66,male,1,rent,rich,moderate,27926,16,car,1
30,female,1,own,little,little,25392,48,furniture,0
21,female,2,own,rich,little,29861,28,business,0
43,male,3,free,little,little,16507,45,education,0
42,female,2,rent,little,little,14741,68,car,0
47,female,0,free,moderate,rich,24402,7,car,0
28,female,0,free,little,little,25006,52,furniture,0
24,female,0,own,moderate,rich,18062,35,business,0
48,male,2,free,rich,little,20739,21,car,1
61,female,2,rent,rich,moderate,13565,64,business,1
27,female,2,free,rich,moderate,33795,52,business,0
56,male,0,free,little,little,18943,35,car,0
30,female,3,own,rich,little,9790,14,business,1
48,male,1,rent,rich,rich,711,70,furniture,1
24,male,2,free,moderate,little,18598,64,car,0
66,male,3,own,moderate,little,19572,69,furniture,0
59,female,1,free,rich,little,20150,13,furniture,1
59,male,1,rent,rich,moderate,15615,57,business,0
53,male,1,free,little,rich,5649,23,business,1
37,male,3,free,little,moderate,18216,63,car,0
21,female,3,own,rich,rich,32688,54,education,0
24,female,0,free,moderate,moderate,14121,37,car,0
18,female,3,own,rich,little,7320,53,furniture,0
61,female,3,rent,little,moderate,30899,50,business,0
62,female,3,free,moderate,moderate,14502,59,furniture,0
59,female,1,rent,moderate,rich,29250,51,radio/TV,0
64,female,2,rent,little,rich,26574,36,radio/TV,0
